Running on host gpu012
Using 8 Julia threads
Starting at Wed Apr  8 20:59:35 CEST 2026
Loading Modules
Finished Loading Modules
Running hpc_AENODE_train.jl

Training AE for 200 epochs with λdiv=1000.0, λcurl=100.0)
Epoch 1/200 | time=115.864s | train_loss=0.818 | train_corr=(0.365, 0.024) | val_loss=0.8228 | val_corr=(0.368, 0.014) | test_loss=0.8216 | test_corr=(0.368, 0.018)
Epoch 2/200 | time=0.62s | train_loss=0.6312 | train_corr=(0.285, -0.008) | val_loss=0.5658 | val_corr=(0.406, 0.009) | test_loss=0.5636 | test_corr=(0.411, 0.02)
Epoch 3/200 | time=0.619s | train_loss=0.4084 | train_corr=(0.486, -0.004) | val_loss=0.4019 | val_corr=(0.493, 0.008) | test_loss=0.4004 | test_corr=(0.5, 0.021)
Epoch 4/200 | time=0.637s | train_loss=0.3789 | train_corr=(0.52, -0.004) | val_loss=0.4012 | val_corr=(0.488, -0.006) | test_loss=0.3982 | test_corr=(0.492, 0.006)
Epoch 5/200 | time=0.626s | train_loss=0.3816 | train_corr=(0.488, 0.016) | val_loss=0.3813 | val_corr=(0.505, 0.025) | test_loss=0.3813 | test_corr=(0.503, 0.021)
Epoch 6/200 | time=0.637s | train_loss=0.3814 | train_corr=(0.527, 0.035) | val_loss=0.3788 | val_corr=(0.533, 0.031) | test_loss=0.3779 | test_corr=(0.531, 0.021)
Epoch 7/200 | time=0.636s | train_loss=0.3645 | train_corr=(0.566, 0.046) | val_loss=0.3693 | val_corr=(0.546, 0.039) | test_loss=0.3703 | test_corr=(0.541, 0.029)
Epoch 8/200 | time=0.621s | train_loss=0.3682 | train_corr=(0.549, 0.002) | val_loss=0.3655 | val_corr=(0.554, 0.046) | test_loss=0.366 | test_corr=(0.55, 0.038)
Epoch 9/200 | time=0.636s | train_loss=0.3563 | train_corr=(0.566, 0.058) | val_loss=0.363 | val_corr=(0.557, 0.059) | test_loss=0.3633 | test_corr=(0.554, 0.053)
Epoch 10/200 | time=0.632s | train_loss=0.3667 | train_corr=(0.551, 0.042) | val_loss=0.3608 | val_corr=(0.56, 0.054) | test_loss=0.3613 | test_corr=(0.557, 0.05)
Epoch 11/200 | time=0.625s | train_loss=0.3567 | train_corr=(0.559, 0.067) | val_loss=0.3604 | val_corr=(0.56, 0.06) | test_loss=0.3614 | test_corr=(0.555, 0.056)
Epoch 12/200 | time=0.632s | train_loss=0.3533 | train_corr=(0.565, 0.065) | val_loss=0.3589 | val_corr=(0.562, 0.065) | test_loss=0.3591 | test_corr=(0.561, 0.061)
Epoch 13/200 | time=0.631s | train_loss=0.3505 | train_corr=(0.584, 0.059) | val_loss=0.3562 | val_corr=(0.569, 0.061) | test_loss=0.357 | test_corr=(0.565, 0.059)
Epoch 14/200 | time=0.633s | train_loss=0.3468 | train_corr=(0.589, 0.064) | val_loss=0.3547 | val_corr=(0.569, 0.065) | test_loss=0.3553 | test_corr=(0.564, 0.065)
Epoch 15/200 | time=0.629s | train_loss=0.3556 | train_corr=(0.56, 0.082) | val_loss=0.3538 | val_corr=(0.563, 0.08) | test_loss=0.3542 | test_corr=(0.558, 0.078)
Epoch 16/200 | time=0.623s | train_loss=0.3459 | train_corr=(0.582, 0.081) | val_loss=0.352 | val_corr=(0.571, 0.084) | test_loss=0.3533 | test_corr=(0.568, 0.086)
Epoch 17/200 | time=0.627s | train_loss=0.3483 | train_corr=(0.575, 0.08) | val_loss=0.3488 | val_corr=(0.576, 0.089) | test_loss=0.3507 | test_corr=(0.569, 0.09)
Epoch 18/200 | time=0.622s | train_loss=0.3428 | train_corr=(0.588, 0.096) | val_loss=0.3501 | val_corr=(0.582, 0.106) | test_loss=0.3529 | test_corr=(0.573, 0.107)
Epoch 19/200 | time=0.625s | train_loss=0.3431 | train_corr=(0.588, 0.115) | val_loss=0.348 | val_corr=(0.589, 0.117) | test_loss=0.3509 | test_corr=(0.581, 0.116)
Epoch 20/200 | time=0.63s | train_loss=0.3473 | train_corr=(0.595, 0.146) | val_loss=0.3429 | val_corr=(0.598, 0.142) | test_loss=0.3441 | test_corr=(0.587, 0.136)
Epoch 21/200 | time=0.638s | train_loss=0.3389 | train_corr=(0.597, 0.197) | val_loss=0.3413 | val_corr=(0.607, 0.181) | test_loss=0.3438 | test_corr=(0.598, 0.171)
Epoch 22/200 | time=0.631s | train_loss=0.3299 | train_corr=(0.62, 0.175) | val_loss=0.3349 | val_corr=(0.608, 0.216) | test_loss=0.3372 | test_corr=(0.597, 0.203)
Epoch 23/200 | time=0.627s | train_loss=0.3272 | train_corr=(0.619, 0.261) | val_loss=0.3296 | val_corr=(0.617, 0.269) | test_loss=0.3326 | test_corr=(0.607, 0.252)
Epoch 24/200 | time=0.625s | train_loss=0.322 | train_corr=(0.617, 0.292) | val_loss=0.3197 | val_corr=(0.63, 0.337) | test_loss=0.3234 | test_corr=(0.62, 0.32)
Epoch 25/200 | time=0.63s | train_loss=0.3125 | train_corr=(0.642, 0.307) | val_loss=0.3131 | val_corr=(0.644, 0.396) | test_loss=0.3179 | test_corr=(0.632, 0.371)
Epoch 26/200 | time=0.632s | train_loss=0.3147 | train_corr=(0.641, 0.401) | val_loss=0.3086 | val_corr=(0.657, 0.45) | test_loss=0.3146 | test_corr=(0.642, 0.421)
Epoch 27/200 | time=0.642s | train_loss=0.2966 | train_corr=(0.659, 0.493) | val_loss=0.2944 | val_corr=(0.681, 0.534) | test_loss=0.3001 | test_corr=(0.663, 0.503)
