Running on host gpu011
Using 8 Julia threads
Starting at Thu Apr  2 11:25:45 CEST 2026
Loading Modules
Finished Loading Modules
Running Lux_AE_train.jl

Training AE for 1000 epochs with λdiv=1000.0, λcurl=100.0)
Epoch 1/1000 | time=123.798s | train_loss=2.167 | train_corr=(0.361, 0.002) | val_loss=2.164 | val_corr=(0.365, 0.001) | test_loss=2.1603 | test_corr=(0.365, 0.002)
Epoch 2/1000 | time=0.64s | train_loss=2.1135 | train_corr=(0.363, -0.004) | val_loss=2.1367 | val_corr=(0.365, 0.001) | test_loss=2.133 | test_corr=(0.365, 0.001)
Epoch 3/1000 | time=0.65s | train_loss=2.1301 | train_corr=(0.365, 0.002) | val_loss=2.1259 | val_corr=(0.365, 0.002) | test_loss=2.1221 | test_corr=(0.365, 0.003)
Epoch 4/1000 | time=0.654s | train_loss=2.0981 | train_corr=(0.367, 0.01) | val_loss=2.1207 | val_corr=(0.366, 0.004) | test_loss=2.117 | test_corr=(0.366, 0.005)
Epoch 5/1000 | time=0.651s | train_loss=2.1038 | train_corr=(0.363, 0.006) | val_loss=2.1147 | val_corr=(0.366, 0.006) | test_loss=2.111 | test_corr=(0.366, 0.007)
Epoch 6/1000 | time=0.643s | train_loss=2.1242 | train_corr=(0.368, 0.006) | val_loss=2.1103 | val_corr=(0.366, 0.009) | test_loss=2.1067 | test_corr=(0.366, 0.01)
Epoch 7/1000 | time=0.631s | train_loss=2.1029 | train_corr=(0.364, 0.013) | val_loss=2.1067 | val_corr=(0.366, 0.015) | test_loss=2.103 | test_corr=(0.366, 0.015)
Epoch 8/1000 | time=0.632s | train_loss=2.1151 | train_corr=(0.367, 0.031) | val_loss=2.102 | val_corr=(0.367, 0.024) | test_loss=2.0984 | test_corr=(0.367, 0.024)
Epoch 9/1000 | time=0.659s | train_loss=2.0889 | train_corr=(0.37, 0.042) | val_loss=2.0982 | val_corr=(0.367, 0.038) | test_loss=2.0945 | test_corr=(0.367, 0.039)
Epoch 10/1000 | time=0.649s | train_loss=2.1144 | train_corr=(0.364, 0.063) | val_loss=2.0952 | val_corr=(0.369, 0.061) | test_loss=2.0915 | test_corr=(0.369, 0.06)
Epoch 11/1000 | time=0.643s | train_loss=2.0826 | train_corr=(0.366, 0.08) | val_loss=2.0892 | val_corr=(0.37, 0.089) | test_loss=2.0855 | test_corr=(0.37, 0.089)
