Running on host gpu014
Using 8 Julia threads
Starting at Thu Apr  9 10:23:47 CEST 2026
Loading Modules
Finished Loading Modules
Running hpc_AENODE_train.jl

Training AE for 200 epochs with λdiv=1000.0, λcurl=100.0)
Epoch 1/200 | time=119.584s | train_loss=0.8179 | train_corr=(0.365, 0.024) | val_loss=0.8228 | val_corr=(0.368, 0.014) | test_loss=0.8216 | test_corr=(0.368, 0.018)
Epoch 2/200 | time=0.679s | train_loss=0.6241 | train_corr=(0.285, -0.008) | val_loss=0.553 | val_corr=(0.406, 0.01) | test_loss=0.5506 | test_corr=(0.411, 0.021)
Epoch 3/200 | time=0.647s | train_loss=0.4107 | train_corr=(0.473, -0.004) | val_loss=0.4198 | val_corr=(0.494, 0.01) | test_loss=0.4182 | test_corr=(0.503, 0.022)
Epoch 4/200 | time=0.661s | train_loss=0.372 | train_corr=(0.545, -0.003) | val_loss=0.3792 | val_corr=(0.541, -0.012) | test_loss=0.3795 | test_corr=(0.54, 0.001)
Epoch 5/200 | time=0.646s | train_loss=0.3674 | train_corr=(0.541, 0.025) | val_loss=0.3697 | val_corr=(0.554, 0.026) | test_loss=0.37 | test_corr=(0.551, 0.022)
Epoch 6/200 | time=0.678s | train_loss=0.3721 | train_corr=(0.539, 0.042) | val_loss=0.3653 | val_corr=(0.55, 0.036) | test_loss=0.3656 | test_corr=(0.549, 0.022)
Epoch 7/200 | time=0.652s | train_loss=0.3568 | train_corr=(0.572, 0.034) | val_loss=0.3615 | val_corr=(0.553, 0.041) | test_loss=0.3618 | test_corr=(0.551, 0.028)
Epoch 8/200 | time=0.661s | train_loss=0.3619 | train_corr=(0.549, 0.003) | val_loss=0.36 | val_corr=(0.552, 0.047) | test_loss=0.3597 | test_corr=(0.552, 0.035)
Epoch 9/200 | time=0.67s | train_loss=0.3496 | train_corr=(0.574, 0.056) | val_loss=0.3573 | val_corr=(0.564, 0.054) | test_loss=0.3582 | test_corr=(0.561, 0.05)
Epoch 10/200 | time=0.688s | train_loss=0.3612 | train_corr=(0.554, 0.026) | val_loss=0.3549 | val_corr=(0.562, 0.067) | test_loss=0.3558 | test_corr=(0.558, 0.065)
Epoch 11/200 | time=0.696s | train_loss=0.3513 | train_corr=(0.561, 0.077) | val_loss=0.3536 | val_corr=(0.563, 0.075) | test_loss=0.3542 | test_corr=(0.558, 0.073)
Epoch 12/200 | time=0.653s | train_loss=0.3493 | train_corr=(0.565, 0.103) | val_loss=0.3601 | val_corr=(0.57, 0.074) | test_loss=0.3619 | test_corr=(0.567, 0.074)
Epoch 13/200 | time=0.668s | train_loss=0.3448 | train_corr=(0.585, 0.066) | val_loss=0.3504 | val_corr=(0.569, 0.081) | test_loss=0.3512 | test_corr=(0.564, 0.081)
Epoch 14/200 | time=0.648s | train_loss=0.3422 | train_corr=(0.591, 0.071) | val_loss=0.3517 | val_corr=(0.569, 0.089) | test_loss=0.353 | test_corr=(0.564, 0.089)
Epoch 15/200 | time=0.645s | train_loss=0.3522 | train_corr=(0.565, 0.096) | val_loss=0.3491 | val_corr=(0.571, 0.097) | test_loss=0.3499 | test_corr=(0.566, 0.097)
Epoch 16/200 | time=0.648s | train_loss=0.3445 | train_corr=(0.585, 0.124) | val_loss=0.3489 | val_corr=(0.567, 0.106) | test_loss=0.3493 | test_corr=(0.565, 0.104)
Epoch 17/200 | time=0.666s | train_loss=0.3477 | train_corr=(0.572, 0.104) | val_loss=0.3471 | val_corr=(0.571, 0.115) | test_loss=0.3482 | test_corr=(0.565, 0.116)
Epoch 18/200 | time=0.649s | train_loss=0.3504 | train_corr=(0.575, 0.083) | val_loss=0.3574 | val_corr=(0.577, 0.111) | test_loss=0.3608 | test_corr=(0.569, 0.113)
Epoch 19/200 | time=0.643s | train_loss=0.3462 | train_corr=(0.575, 0.126) | val_loss=0.35 | val_corr=(0.576, 0.118) | test_loss=0.3532 | test_corr=(0.568, 0.12)
Epoch 20/200 | time=0.64s | train_loss=0.3424 | train_corr=(0.586, 0.141) | val_loss=0.3435 | val_corr=(0.59, 0.128) | test_loss=0.3438 | test_corr=(0.581, 0.131)
Epoch 21/200 | time=0.654s | train_loss=0.3356 | train_corr=(0.599, 0.172) | val_loss=0.3342 | val_corr=(0.603, 0.134) | test_loss=0.3358 | test_corr=(0.595, 0.138)
