Running on host gpu018
Using 8 Julia threads
Starting at Thu Apr  2 11:51:38 CEST 2026
Loading Modules
Finished Loading Modules
Running Lux_AE_train.jl

Training AE for 1000 epochs with λdiv=0.0, λcurl=0.0)
Epoch 1/1000 | time=124.104s | train_loss=0.152 | train_corr=(0.362, 0.109) | val_loss=0.1524 | val_corr=(0.366, 0.081) | test_loss=0.1526 | test_corr=(0.366, 0.084)
Epoch 2/1000 | time=0.555s | train_loss=0.1478 | train_corr=(0.38, 0.181) | val_loss=0.1488 | val_corr=(0.375, 0.164) | test_loss=0.1493 | test_corr=(0.376, 0.155)
Epoch 3/1000 | time=0.543s | train_loss=0.1478 | train_corr=(0.386, 0.283) | val_loss=0.1396 | val_corr=(0.421, 0.282) | test_loss=0.1403 | test_corr=(0.427, 0.291)
Epoch 4/1000 | time=0.548s | train_loss=0.1325 | train_corr=(0.445, 0.448) | val_loss=0.1306 | val_corr=(0.451, 0.471) | test_loss=0.131 | test_corr=(0.461, 0.49)
Epoch 5/1000 | time=0.558s | train_loss=0.1314 | train_corr=(0.46, 0.522) | val_loss=0.1223 | val_corr=(0.533, 0.516) | test_loss=0.123 | test_corr=(0.543, 0.526)
Epoch 6/1000 | time=0.544s | train_loss=0.1075 | train_corr=(0.618, 0.624) | val_loss=0.1125 | val_corr=(0.619, 0.591) | test_loss=0.1138 | test_corr=(0.622, 0.6)
Epoch 7/1000 | time=0.553s | train_loss=0.1088 | train_corr=(0.644, 0.613) | val_loss=0.1061 | val_corr=(0.694, 0.579) | test_loss=0.1087 | test_corr=(0.697, 0.587)
Epoch 8/1000 | time=0.562s | train_loss=0.0949 | train_corr=(0.721, 0.673) | val_loss=0.0975 | val_corr=(0.722, 0.649) | test_loss=0.0997 | test_corr=(0.721, 0.654)
Epoch 9/1000 | time=0.545s | train_loss=0.0864 | train_corr=(0.796, 0.693) | val_loss=0.0882 | val_corr=(0.792, 0.703) | test_loss=0.0922 | test_corr=(0.778, 0.699)
Epoch 10/1000 | time=0.557s | train_loss=0.0786 | train_corr=(0.828, 0.748) | val_loss=0.0785 | val_corr=(0.824, 0.734) | test_loss=0.0836 | test_corr=(0.802, 0.737)
Epoch 11/1000 | time=0.544s | train_loss=0.074 | train_corr=(0.842, 0.793) | val_loss=0.0731 | val_corr=(0.849, 0.776) | test_loss=0.0792 | test_corr=(0.821, 0.766)
Epoch 12/1000 | time=0.54s | train_loss=0.0726 | train_corr=(0.862, 0.801) | val_loss=0.068 | val_corr=(0.869, 0.807) | test_loss=0.0764 | test_corr=(0.829, 0.789)
Epoch 13/1000 | time=0.551s | train_loss=0.0669 | train_corr=(0.876, 0.83) | val_loss=0.0642 | val_corr=(0.872, 0.828) | test_loss=0.0726 | test_corr=(0.833, 0.81)
