Running on host gpu011
Using 8 Julia threads
Starting at Thu Apr  2 12:34:40 CEST 2026
Loading Modules
Finished Loading Modules
Running hpc_retrain.jl

Training AE for 1000 epochs with λdiv=1000.0, λcurl=100.0)
Epoch 1/1000 | time=124.064s | train_loss=0.8184 | train_corr=(0.365, 0.024) | val_loss=0.8231 | val_corr=(0.368, 0.013) | test_loss=0.8219 | test_corr=(0.368, 0.018)
Epoch 2/1000 | time=0.647s | train_loss=0.6015 | train_corr=(0.288, -0.008) | val_loss=0.5268 | val_corr=(0.4, 0.013) | test_loss=0.5245 | test_corr=(0.405, 0.023)
Epoch 3/1000 | time=0.653s | train_loss=0.4098 | train_corr=(0.466, -0.003) | val_loss=0.4074 | val_corr=(0.476, 0.01) | test_loss=0.4058 | test_corr=(0.485, 0.022)
Epoch 4/1000 | time=0.657s | train_loss=0.3801 | train_corr=(0.51, -0.006) | val_loss=0.3966 | val_corr=(0.51, 0.001) | test_loss=0.3972 | test_corr=(0.509, 0.011)
Epoch 5/1000 | time=0.654s | train_loss=0.379 | train_corr=(0.502, 0.021) | val_loss=0.3854 | val_corr=(0.514, 0.02) | test_loss=0.383 | test_corr=(0.519, 0.013)
Epoch 6/1000 | time=0.647s | train_loss=0.378 | train_corr=(0.531, 0.037) | val_loss=0.3769 | val_corr=(0.537, 0.033) | test_loss=0.3756 | test_corr=(0.535, 0.022)
Epoch 7/1000 | time=0.645s | train_loss=0.3609 | train_corr=(0.573, 0.044) | val_loss=0.3666 | val_corr=(0.55, 0.033) | test_loss=0.3665 | test_corr=(0.548, 0.023)
Epoch 8/1000 | time=0.639s | train_loss=0.3654 | train_corr=(0.557, -0.025) | val_loss=0.3634 | val_corr=(0.561, 0.032) | test_loss=0.3641 | test_corr=(0.558, 0.023)
Epoch 9/1000 | time=0.639s | train_loss=0.3537 | train_corr=(0.57, 0.044) | val_loss=0.3607 | val_corr=(0.56, 0.044) | test_loss=0.3612 | test_corr=(0.557, 0.038)
Epoch 10/1000 | time=0.636s | train_loss=0.3643 | train_corr=(0.554, 0.017) | val_loss=0.3584 | val_corr=(0.562, 0.056) | test_loss=0.3589 | test_corr=(0.558, 0.051)
Epoch 11/1000 | time=0.637s | train_loss=0.3546 | train_corr=(0.563, 0.076) | val_loss=0.3578 | val_corr=(0.562, 0.07) | test_loss=0.3584 | test_corr=(0.557, 0.065)
Epoch 12/1000 | time=0.642s | train_loss=0.3514 | train_corr=(0.566, 0.1) | val_loss=0.3565 | val_corr=(0.565, 0.074) | test_loss=0.357 | test_corr=(0.564, 0.071)
Epoch 13/1000 | time=0.637s | train_loss=0.3458 | train_corr=(0.589, 0.074) | val_loss=0.3551 | val_corr=(0.57, 0.083) | test_loss=0.3562 | test_corr=(0.564, 0.081)
Epoch 14/1000 | time=0.644s | train_loss=0.3438 | train_corr=(0.592, 0.076) | val_loss=0.3557 | val_corr=(0.566, 0.097) | test_loss=0.356 | test_corr=(0.561, 0.096)
Epoch 15/1000 | time=0.634s | train_loss=0.3539 | train_corr=(0.562, 0.111) | val_loss=0.351 | val_corr=(0.568, 0.107) | test_loss=0.3513 | test_corr=(0.563, 0.105)
Epoch 16/1000 | time=0.637s | train_loss=0.3437 | train_corr=(0.585, 0.131) | val_loss=0.3491 | val_corr=(0.572, 0.111) | test_loss=0.3501 | test_corr=(0.568, 0.109)
Epoch 17/1000 | time=0.637s | train_loss=0.3524 | train_corr=(0.571, 0.111) | val_loss=0.3507 | val_corr=(0.575, 0.12) | test_loss=0.3525 | test_corr=(0.569, 0.12)
Epoch 18/1000 | time=0.648s | train_loss=0.342 | train_corr=(0.584, 0.106) | val_loss=0.3475 | val_corr=(0.578, 0.128) | test_loss=0.3493 | test_corr=(0.572, 0.127)
Epoch 19/1000 | time=0.646s | train_loss=0.3407 | train_corr=(0.582, 0.137) | val_loss=0.3438 | val_corr=(0.58, 0.132) | test_loss=0.3456 | test_corr=(0.573, 0.131)
Epoch 20/1000 | time=0.648s | train_loss=0.3484 | train_corr=(0.58, 0.148) | val_loss=0.341 | val_corr=(0.586, 0.137) | test_loss=0.3432 | test_corr=(0.576, 0.136)
Epoch 21/1000 | time=0.649s | train_loss=0.3382 | train_corr=(0.586, 0.182) | val_loss=0.3385 | val_corr=(0.589, 0.147) | test_loss=0.34 | test_corr=(0.582, 0.144)
Epoch 22/1000 | time=0.644s | train_loss=0.3318 | train_corr=(0.609, 0.141) | val_loss=0.3342 | val_corr=(0.6, 0.159) | test_loss=0.3365 | test_corr=(0.592, 0.157)
Epoch 23/1000 | time=0.651s | train_loss=0.3345 | train_corr=(0.618, 0.202) | val_loss=0.3321 | val_corr=(0.603, 0.181) | test_loss=0.3337 | test_corr=(0.594, 0.178)
Epoch 24/1000 | time=0.654s | train_loss=0.3273 | train_corr=(0.608, 0.193) | val_loss=0.3255 | val_corr=(0.618, 0.215) | test_loss=0.3273 | test_corr=(0.608, 0.211)
Epoch 25/1000 | time=0.644s | train_loss=0.3144 | train_corr=(0.633, 0.269) | val_loss=0.3186 | val_corr=(0.633, 0.317) | test_loss=0.3224 | test_corr=(0.621, 0.307)
Epoch 26/1000 | time=0.642s | train_loss=0.32 | train_corr=(0.621, 0.343) | val_loss=0.3225 | val_corr=(0.644, 0.419) | test_loss=0.329 | test_corr=(0.629, 0.406)
Epoch 27/1000 | time=0.645s | train_loss=0.3063 | train_corr=(0.634, 0.461) | val_loss=0.3054 | val_corr=(0.656, 0.496) | test_loss=0.3079 | test_corr=(0.644, 0.475)
Epoch 28/1000 | time=0.645s | train_loss=0.3029 | train_corr=(0.669, 0.496) | val_loss=0.2979 | val_corr=(0.656, 0.595) | test_loss=0.2986 | test_corr=(0.649, 0.582)
Epoch 29/1000 | time=0.646s | train_loss=0.2924 | train_corr=(0.685, 0.709) | val_loss=0.2992 | val_corr=(0.668, 0.701) | test_loss=0.2985 | test_corr=(0.666, 0.685)
Epoch 30/1000 | time=0.652s | train_loss=0.28 | train_corr=(0.681, 0.724) | val_loss=0.2849 | val_corr=(0.691, 0.737) | test_loss=0.2847 | test_corr=(0.684, 0.73)
Epoch 31/1000 | time=0.65s | train_loss=0.2663 | train_corr=(0.711, 0.775) | val_loss=0.2645 | val_corr=(0.695, 0.792) | test_loss=0.2708 | test_corr=(0.688, 0.766)
Epoch 32/1000 | time=0.648s | train_loss=0.2635 | train_corr=(0.698, 0.795) | val_loss=0.2488 | val_corr=(0.713, 0.838) | test_loss=0.2556 | test_corr=(0.706, 0.814)
Epoch 33/1000 | time=0.667s | train_loss=0.2563 | train_corr=(0.703, 0.796) | val_loss=0.2559 | val_corr=(0.724, 0.824) | test_loss=0.2595 | test_corr=(0.716, 0.801)
Epoch 34/1000 | time=0.67s | train_loss=0.235 | train_corr=(0.736, 0.848) | val_loss=0.2382 | val_corr=(0.737, 0.849) | test_loss=0.2461 | test_corr=(0.728, 0.829)
Epoch 35/1000 | time=0.675s | train_loss=0.231 | train_corr=(0.741, 0.877) | val_loss=0.2279 | val_corr=(0.746, 0.881) | test_loss=0.2349 | test_corr=(0.736, 0.853)
Epoch 36/1000 | time=0.672s | train_loss=0.2209 | train_corr=(0.767, 0.884) | val_loss=0.2212 | val_corr=(0.767, 0.902) | test_loss=0.2305 | test_corr=(0.752, 0.868)
Epoch 37/1000 | time=0.663s | train_loss=0.2093 | train_corr=(0.774, 0.913) | val_loss=0.2082 | val_corr=(0.775, 0.919) | test_loss=0.219 | test_corr=(0.763, 0.887)
Epoch 38/1000 | time=0.675s | train_loss=0.2178 | train_corr=(0.785, 0.866) | val_loss=0.2057 | val_corr=(0.782, 0.909) | test_loss=0.2163 | test_corr=(0.769, 0.888)
Epoch 39/1000 | time=0.658s | train_loss=0.2045 | train_corr=(0.777, 0.917) | val_loss=0.2023 | val_corr=(0.783, 0.915) | test_loss=0.2157 | test_corr=(0.766, 0.887)
Epoch 40/1000 | time=0.667s | train_loss=0.207 | train_corr=(0.788, 0.922) | val_loss=0.1918 | val_corr=(0.795, 0.932) | test_loss=0.2052 | test_corr=(0.782, 0.902)
Epoch 41/1000 | time=0.656s | train_loss=0.1911 | train_corr=(0.799, 0.921) | val_loss=0.1924 | val_corr=(0.797, 0.935) | test_loss=0.2129 | test_corr=(0.781, 0.904)
Epoch 42/1000 | time=0.656s | train_loss=0.1888 | train_corr=(0.81, 0.939) | val_loss=0.182 | val_corr=(0.809, 0.941) | test_loss=0.1991 | test_corr=(0.791, 0.901)
