Running on host gpu011
Using 16 Julia threads
Starting at Thu Apr  9 16:38:37 CEST 2026
Loading Modules
Finished Loading Modules
Running hpc_AENODE_retrain.jl
Epoch 1/400 | time=118.138s | train_loss=0.8178 | train_corr=(0.365, 0.024) | val_loss=0.8227 | val_corr=(0.368, 0.014) | test_loss=0.8215 | test_corr=(0.368, 0.018)
Epoch 2/400 | time=0.71s | train_loss=0.6323 | train_corr=(0.287, -0.007) | val_loss=0.5806 | val_corr=(0.407, 0.007) | test_loss=0.5782 | test_corr=(0.413, 0.018)
Epoch 3/400 | time=0.676s | train_loss=0.4098 | train_corr=(0.479, -0.002) | val_loss=0.4028 | val_corr=(0.483, 0.009) | test_loss=0.401 | test_corr=(0.491, 0.021)
Epoch 4/400 | time=0.687s | train_loss=0.377 | train_corr=(0.536, -0.005) | val_loss=0.3785 | val_corr=(0.524, -0.009) | test_loss=0.3781 | test_corr=(0.523, 0.003)
Epoch 5/400 | time=0.703s | train_loss=0.3684 | train_corr=(0.543, 0.018) | val_loss=0.3727 | val_corr=(0.546, 0.022) | test_loss=0.3721 | test_corr=(0.544, 0.02)
Epoch 6/400 | time=0.678s | train_loss=0.373 | train_corr=(0.545, 0.034) | val_loss=0.3673 | val_corr=(0.554, 0.03) | test_loss=0.3671 | test_corr=(0.553, 0.02)
Epoch 7/400 | time=0.672s | train_loss=0.3578 | train_corr=(0.578, 0.027) | val_loss=0.3626 | val_corr=(0.557, 0.034) | test_loss=0.3627 | test_corr=(0.555, 0.024)
Epoch 8/400 | time=0.689s | train_loss=0.3626 | train_corr=(0.554, -0.009) | val_loss=0.3605 | val_corr=(0.556, 0.044) | test_loss=0.3612 | test_corr=(0.554, 0.034)
Epoch 9/400 | time=0.676s | train_loss=0.351 | train_corr=(0.573, 0.049) | val_loss=0.3587 | val_corr=(0.558, 0.052) | test_loss=0.3592 | test_corr=(0.554, 0.046)
Epoch 10/400 | time=0.668s | train_loss=0.3627 | train_corr=(0.555, 0.027) | val_loss=0.3559 | val_corr=(0.567, 0.058) | test_loss=0.3565 | test_corr=(0.563, 0.056)
Epoch 11/400 | time=0.683s | train_loss=0.355 | train_corr=(0.563, 0.087) | val_loss=0.3562 | val_corr=(0.563, 0.073) | test_loss=0.356 | test_corr=(0.56, 0.07)
Epoch 12/400 | time=0.679s | train_loss=0.3502 | train_corr=(0.568, 0.1) | val_loss=0.3524 | val_corr=(0.569, 0.08) | test_loss=0.3529 | test_corr=(0.565, 0.077)
Epoch 13/400 | time=0.672s | train_loss=0.3455 | train_corr=(0.585, 0.067) | val_loss=0.3614 | val_corr=(0.566, 0.078) | test_loss=0.3635 | test_corr=(0.559, 0.079)
Epoch 14/400 | time=0.673s | train_loss=0.3454 | train_corr=(0.586, 0.081) | val_loss=0.36 | val_corr=(0.566, 0.089) | test_loss=0.362 | test_corr=(0.561, 0.09)
Epoch 15/400 | time=0.672s | train_loss=0.3592 | train_corr=(0.561, 0.104) | val_loss=0.3547 | val_corr=(0.567, 0.103) | test_loss=0.3541 | test_corr=(0.564, 0.103)
Epoch 16/400 | time=0.667s | train_loss=0.3477 | train_corr=(0.58, 0.115) | val_loss=0.349 | val_corr=(0.57, 0.105) | test_loss=0.35 | test_corr=(0.565, 0.107)
Epoch 17/400 | time=0.661s | train_loss=0.347 | train_corr=(0.575, 0.111) | val_loss=0.348 | val_corr=(0.574, 0.113) | test_loss=0.3497 | test_corr=(0.568, 0.116)
Epoch 18/400 | time=0.662s | train_loss=0.3445 | train_corr=(0.579, 0.112) | val_loss=0.3445 | val_corr=(0.577, 0.126) | test_loss=0.3457 | test_corr=(0.571, 0.129)
Epoch 19/400 | time=0.667s | train_loss=0.3408 | train_corr=(0.581, 0.134) | val_loss=0.344 | val_corr=(0.58, 0.131) | test_loss=0.3468 | test_corr=(0.573, 0.133)
Epoch 20/400 | time=0.666s | train_loss=0.3443 | train_corr=(0.584, 0.144) | val_loss=0.3394 | val_corr=(0.59, 0.136) | test_loss=0.3411 | test_corr=(0.582, 0.138)
Epoch 21/400 | time=0.664s | train_loss=0.3367 | train_corr=(0.587, 0.17) | val_loss=0.3374 | val_corr=(0.594, 0.148) | test_loss=0.3392 | test_corr=(0.585, 0.147)
Epoch 22/400 | time=0.661s | train_loss=0.329 | train_corr=(0.612, 0.139) | val_loss=0.334 | val_corr=(0.599, 0.178) | test_loss=0.3362 | test_corr=(0.591, 0.172)
Epoch 23/400 | time=0.661s | train_loss=0.3248 | train_corr=(0.619, 0.263) | val_loss=0.3297 | val_corr=(0.612, 0.24) | test_loss=0.3331 | test_corr=(0.602, 0.228)
Epoch 24/400 | time=0.675s | train_loss=0.3257 | train_corr=(0.615, 0.25) | val_loss=0.3261 | val_corr=(0.627, 0.281) | test_loss=0.3304 | test_corr=(0.615, 0.267)
Epoch 25/400 | time=0.657s | train_loss=0.3144 | train_corr=(0.632, 0.303) | val_loss=0.3195 | val_corr=(0.632, 0.342) | test_loss=0.3232 | test_corr=(0.62, 0.327)
Epoch 26/400 | time=0.657s | train_loss=0.3176 | train_corr=(0.617, 0.39) | val_loss=0.3284 | val_corr=(0.628, 0.36) | test_loss=0.3342 | test_corr=(0.617, 0.342)
Epoch 27/400 | time=0.661s | train_loss=0.307 | train_corr=(0.623, 0.442) | val_loss=0.3053 | val_corr=(0.643, 0.504) | test_loss=0.3077 | test_corr=(0.633, 0.477)
Epoch 28/400 | time=0.682s | train_loss=0.3074 | train_corr=(0.642, 0.436) | val_loss=0.3029 | val_corr=(0.65, 0.526) | test_loss=0.3094 | test_corr=(0.635, 0.488)
Epoch 29/400 | time=0.657s | train_loss=0.2906 | train_corr=(0.669, 0.645) | val_loss=0.2902 | val_corr=(0.666, 0.649) | test_loss=0.2926 | test_corr=(0.658, 0.616)
Epoch 30/400 | time=0.66s | train_loss=0.2836 | train_corr=(0.662, 0.71) | val_loss=0.2914 | val_corr=(0.668, 0.716) | test_loss=0.2954 | test_corr=(0.651, 0.672)
Epoch 31/400 | time=0.674s | train_loss=0.2635 | train_corr=(0.707, 0.728) | val_loss=0.2699 | val_corr=(0.684, 0.76) | test_loss=0.2733 | test_corr=(0.677, 0.739)
