Running on host gpu015
Using 8 Julia threads
Starting at Thu Feb 12 14:33:53 CET 2026
Loading Modules
Finished Loading Modules
Running Lux_AE_train.jl
Epoch 1/200 | time=119.478s | train_loss=0.1545 | train_corr=(0.362, 0.11) | val_loss=0.1549 | val_corr=(0.366, 0.084) | test_loss=0.1551 | test_corr=(0.366, 0.087)
Epoch 2/200 | time=0.643s | train_loss=0.1526 | train_corr=(0.37, 0.192) | val_loss=0.1524 | val_corr=(0.373, 0.135) | test_loss=0.1528 | test_corr=(0.374, 0.134)
Epoch 3/200 | time=0.634s | train_loss=0.1434 | train_corr=(0.409, 0.288) | val_loss=0.1434 | val_corr=(0.401, 0.285) | test_loss=0.144 | test_corr=(0.408, 0.291)
Epoch 4/200 | time=0.62s | train_loss=0.1397 | train_corr=(0.409, 0.346) | val_loss=0.1383 | val_corr=(0.42, 0.381) | test_loss=0.1387 | test_corr=(0.422, 0.383)
Epoch 5/200 | time=0.631s | train_loss=0.1259 | train_corr=(0.514, 0.516) | val_loss=0.1275 | val_corr=(0.496, 0.498) | test_loss=0.1279 | test_corr=(0.513, 0.508)
Epoch 6/200 | time=0.627s | train_loss=0.1178 | train_corr=(0.54, 0.623) | val_loss=0.1183 | val_corr=(0.56, 0.551) | test_loss=0.1185 | test_corr=(0.567, 0.569)
Epoch 7/200 | time=0.642s | train_loss=0.1071 | train_corr=(0.636, 0.61) | val_loss=0.1069 | val_corr=(0.633, 0.643) | test_loss=0.1085 | test_corr=(0.635, 0.647)
Epoch 8/200 | time=0.634s | train_loss=0.0936 | train_corr=(0.751, 0.677) | val_loss=0.0957 | val_corr=(0.764, 0.652) | test_loss=0.0993 | test_corr=(0.743, 0.658)
Epoch 9/200 | time=0.633s | train_loss=0.0908 | train_corr=(0.804, 0.672) | val_loss=0.0913 | val_corr=(0.767, 0.681) | test_loss=0.0954 | test_corr=(0.746, 0.686)
Epoch 10/200 | time=0.631s | train_loss=0.0822 | train_corr=(0.812, 0.731) | val_loss=0.0815 | val_corr=(0.818, 0.733) | test_loss=0.0859 | test_corr=(0.796, 0.736)
Epoch 11/200 | time=0.643s | train_loss=0.0784 | train_corr=(0.836, 0.738) | val_loss=0.0741 | val_corr=(0.859, 0.759) | test_loss=0.0822 | test_corr=(0.817, 0.741)
Epoch 12/200 | time=0.632s | train_loss=0.0732 | train_corr=(0.863, 0.783) | val_loss=0.0719 | val_corr=(0.86, 0.774) | test_loss=0.0789 | test_corr=(0.826, 0.764)
