Running on host gpu019
Using 12 Julia threads
Starting at Fri Apr 10 08:29:38 CEST 2026
Loading Modules
Finished Loading Modules
Running hpc_AENODE_retrain.jl
Epoch 1/400 | time=117.422s | train_loss=0.8183 | train_corr=(0.365, 0.024) | val_loss=0.823 | val_corr=(0.368, 0.013) | test_loss=0.8218 | test_corr=(0.368, 0.018)
Epoch 2/400 | time=0.76s | train_loss=0.6069 | train_corr=(0.287, -0.008) | val_loss=0.531 | val_corr=(0.403, 0.012) | test_loss=0.5287 | test_corr=(0.408, 0.023)
Epoch 3/400 | time=0.69s | train_loss=0.4071 | train_corr=(0.472, -0.007) | val_loss=0.404 | val_corr=(0.477, 0.004) | test_loss=0.4023 | test_corr=(0.484, 0.016)
Epoch 4/400 | time=0.687s | train_loss=0.3719 | train_corr=(0.536, -0.002) | val_loss=0.3839 | val_corr=(0.529, -0.002) | test_loss=0.3841 | test_corr=(0.528, 0.009)
Epoch 5/400 | time=0.686s | train_loss=0.3677 | train_corr=(0.545, 0.026) | val_loss=0.3722 | val_corr=(0.545, 0.023) | test_loss=0.3713 | test_corr=(0.542, 0.018)
Epoch 6/400 | time=0.676s | train_loss=0.3726 | train_corr=(0.546, 0.04) | val_loss=0.365 | val_corr=(0.554, 0.035) | test_loss=0.3654 | test_corr=(0.552, 0.025)
Epoch 7/400 | time=0.669s | train_loss=0.3567 | train_corr=(0.572, 0.037) | val_loss=0.3614 | val_corr=(0.553, 0.039) | test_loss=0.3619 | test_corr=(0.551, 0.027)
Epoch 8/400 | time=0.66s | train_loss=0.3622 | train_corr=(0.556, -0.006) | val_loss=0.3591 | val_corr=(0.558, 0.04) | test_loss=0.359 | test_corr=(0.557, 0.032)
Epoch 9/400 | time=0.676s | train_loss=0.3495 | train_corr=(0.576, 0.055) | val_loss=0.3576 | val_corr=(0.563, 0.048) | test_loss=0.3584 | test_corr=(0.56, 0.045)
Epoch 10/400 | time=0.652s | train_loss=0.3613 | train_corr=(0.554, 0.009) | val_loss=0.3568 | val_corr=(0.566, 0.051) | test_loss=0.3579 | test_corr=(0.562, 0.053)
Epoch 11/400 | time=0.666s | train_loss=0.3514 | train_corr=(0.562, 0.082) | val_loss=0.3572 | val_corr=(0.566, 0.068) | test_loss=0.3582 | test_corr=(0.56, 0.068)
Epoch 12/400 | time=0.654s | train_loss=0.3483 | train_corr=(0.57, 0.106) | val_loss=0.3525 | val_corr=(0.566, 0.075) | test_loss=0.3529 | test_corr=(0.564, 0.077)
Epoch 13/400 | time=0.673s | train_loss=0.3494 | train_corr=(0.591, 0.054) | val_loss=0.3611 | val_corr=(0.568, 0.079) | test_loss=0.3598 | test_corr=(0.564, 0.079)
Epoch 14/400 | time=0.652s | train_loss=0.3427 | train_corr=(0.587, 0.07) | val_loss=0.3515 | val_corr=(0.572, 0.086) | test_loss=0.3534 | test_corr=(0.566, 0.088)
Epoch 15/400 | time=0.666s | train_loss=0.3526 | train_corr=(0.566, 0.09) | val_loss=0.3522 | val_corr=(0.565, 0.097) | test_loss=0.3525 | test_corr=(0.559, 0.098)
Epoch 16/400 | time=0.656s | train_loss=0.3425 | train_corr=(0.585, 0.123) | val_loss=0.3477 | val_corr=(0.574, 0.109) | test_loss=0.349 | test_corr=(0.569, 0.11)
Epoch 17/400 | time=0.683s | train_loss=0.3482 | train_corr=(0.572, 0.1) | val_loss=0.3462 | val_corr=(0.574, 0.11) | test_loss=0.3478 | test_corr=(0.567, 0.114)
Epoch 18/400 | time=0.662s | train_loss=0.3415 | train_corr=(0.587, 0.097) | val_loss=0.3466 | val_corr=(0.582, 0.113) | test_loss=0.3486 | test_corr=(0.575, 0.116)
Epoch 19/400 | time=0.67s | train_loss=0.3389 | train_corr=(0.578, 0.132) | val_loss=0.3427 | val_corr=(0.581, 0.132) | test_loss=0.3453 | test_corr=(0.574, 0.134)
Epoch 20/400 | time=0.65s | train_loss=0.352 | train_corr=(0.577, 0.137) | val_loss=0.3404 | val_corr=(0.586, 0.137) | test_loss=0.3433 | test_corr=(0.576, 0.139)
Epoch 21/400 | time=0.663s | train_loss=0.3437 | train_corr=(0.592, 0.163) | val_loss=0.3354 | val_corr=(0.596, 0.143) | test_loss=0.3376 | test_corr=(0.588, 0.143)
Epoch 22/400 | time=0.654s | train_loss=0.3281 | train_corr=(0.617, 0.118) | val_loss=0.3382 | val_corr=(0.598, 0.148) | test_loss=0.338 | test_corr=(0.592, 0.148)
Epoch 23/400 | time=0.654s | train_loss=0.3225 | train_corr=(0.629, 0.204) | val_loss=0.3255 | val_corr=(0.618, 0.165) | test_loss=0.3282 | test_corr=(0.607, 0.165)
Epoch 24/400 | time=0.648s | train_loss=0.3239 | train_corr=(0.611, 0.158) | val_loss=0.3211 | val_corr=(0.622, 0.197) | test_loss=0.3244 | test_corr=(0.611, 0.191)
Epoch 25/400 | time=0.643s | train_loss=0.3157 | train_corr=(0.63, 0.237) | val_loss=0.3222 | val_corr=(0.628, 0.255) | test_loss=0.3271 | test_corr=(0.616, 0.243)
Epoch 26/400 | time=0.652s | train_loss=0.3247 | train_corr=(0.616, 0.286) | val_loss=0.3212 | val_corr=(0.623, 0.301) | test_loss=0.3221 | test_corr=(0.611, 0.29)
Epoch 27/400 | time=0.651s | train_loss=0.3146 | train_corr=(0.614, 0.319) | val_loss=0.3087 | val_corr=(0.635, 0.368) | test_loss=0.3124 | test_corr=(0.626, 0.349)
Epoch 28/400 | time=0.652s | train_loss=0.3179 | train_corr=(0.624, 0.368) | val_loss=0.3043 | val_corr=(0.645, 0.475) | test_loss=0.3099 | test_corr=(0.631, 0.451)
Epoch 29/400 | time=0.692s | train_loss=0.3006 | train_corr=(0.659, 0.541) | val_loss=0.2963 | val_corr=(0.654, 0.562) | test_loss=0.3004 | test_corr=(0.643, 0.525)
Epoch 30/400 | time=0.684s | train_loss=0.2859 | train_corr=(0.665, 0.634) | val_loss=0.2868 | val_corr=(0.67, 0.667) | test_loss=0.2906 | test_corr=(0.66, 0.627)
Epoch 31/400 | time=0.68s | train_loss=0.2848 | train_corr=(0.689, 0.728) | val_loss=0.2688 | val_corr=(0.685, 0.752) | test_loss=0.2754 | test_corr=(0.676, 0.717)
Epoch 32/400 | time=0.689s | train_loss=0.2728 | train_corr=(0.687, 0.737) | val_loss=0.2595 | val_corr=(0.703, 0.792) | test_loss=0.2682 | test_corr=(0.69, 0.752)
Epoch 33/400 | time=0.637s | train_loss=0.2615 | train_corr=(0.701, 0.802) | val_loss=0.2589 | val_corr=(0.708, 0.82) | test_loss=0.2645 | test_corr=(0.698, 0.792)
Epoch 34/400 | time=0.649s | train_loss=0.2445 | train_corr=(0.726, 0.82) | val_loss=0.241 | val_corr=(0.723, 0.84) | test_loss=0.2519 | test_corr=(0.711, 0.798)
Epoch 35/400 | time=0.637s | train_loss=0.2439 | train_corr=(0.737, 0.837) | val_loss=0.238 | val_corr=(0.739, 0.844) | test_loss=0.2464 | test_corr=(0.724, 0.826)
Epoch 36/400 | time=0.652s | train_loss=0.2321 | train_corr=(0.735, 0.847) | val_loss=0.2326 | val_corr=(0.732, 0.865) | test_loss=0.2433 | test_corr=(0.717, 0.827)
Epoch 37/400 | time=0.641s | train_loss=0.2215 | train_corr=(0.756, 0.889) | val_loss=0.213 | val_corr=(0.765, 0.901) | test_loss=0.2267 | test_corr=(0.749, 0.869)
Epoch 38/400 | time=0.666s | train_loss=0.2161 | train_corr=(0.771, 0.908) | val_loss=0.2159 | val_corr=(0.769, 0.903) | test_loss=0.2342 | test_corr=(0.747, 0.873)
Epoch 39/400 | time=0.606s | train_loss=0.2034 | train_corr=(0.764, 0.913) | val_loss=0.2022 | val_corr=(0.77, 0.922) | test_loss=0.2156 | test_corr=(0.75, 0.889)
Epoch 40/400 | time=0.658s | train_loss=0.1986 | train_corr=(0.776, 0.928) | val_loss=0.197 | val_corr=(0.788, 0.925) | test_loss=0.2155 | test_corr=(0.764, 0.891)
Epoch 41/400 | time=0.672s | train_loss=0.2059 | train_corr=(0.781, 0.904) | val_loss=0.197 | val_corr=(0.786, 0.923) | test_loss=0.2156 | test_corr=(0.761, 0.88)
Epoch 42/400 | time=0.626s | train_loss=0.1915 | train_corr=(0.788, 0.906) | val_loss=0.1917 | val_corr=(0.798, 0.932) | test_loss=0.2043 | test_corr=(0.775, 0.904)
Epoch 43/400 | time=0.662s | train_loss=0.188 | train_corr=(0.795, 0.918) | val_loss=0.1914 | val_corr=(0.802, 0.924) | test_loss=0.207 | test_corr=(0.776, 0.892)
Epoch 44/400 | time=0.621s | train_loss=0.1939 | train_corr=(0.786, 0.92) | val_loss=0.1863 | val_corr=(0.799, 0.934) | test_loss=0.2062 | test_corr=(0.771, 0.894)
Epoch 45/400 | time=0.606s | train_loss=0.1772 | train_corr=(0.809, 0.937) | val_loss=0.1754 | val_corr=(0.805, 0.949) | test_loss=0.1981 | test_corr=(0.774, 0.91)
Epoch 46/400 | time=0.61s | train_loss=0.1778 | train_corr=(0.813, 0.95) | val_loss=0.1723 | val_corr=(0.816, 0.945) | test_loss=0.1967 | test_corr=(0.785, 0.908)
