Running on host gpu012
Using 8 Julia threads
Starting at Wed Feb 11 12:22:03 CET 2026
Loading Modules
Finished Loading Modules
Running Lux_AE_train.jl
Epoch 1/200 | time=110.528s | train_loss=0.5621 | train_corr=(0.111, 0.122) | val_loss=0.5639 | val_corr=(0.057, 0.09) | test_loss=0.5647 | test_corr=(0.052, 0.095)
Epoch 2/200 | time=0.575s | train_loss=0.5607 | train_corr=(0.26, 0.19) | val_loss=0.5494 | val_corr=(0.326, 0.141) | test_loss=0.5514 | test_corr=(0.328, 0.142)
Epoch 3/200 | time=0.568s | train_loss=0.5348 | train_corr=(0.405, 0.154) | val_loss=0.5207 | val_corr=(0.439, 0.182) | test_loss=0.5211 | test_corr=(0.456, 0.188)
Epoch 4/200 | time=0.564s | train_loss=0.4822 | train_corr=(0.38, 0.303) | val_loss=0.489 | val_corr=(0.423, 0.333) | test_loss=0.4891 | test_corr=(0.448, 0.335)
Epoch 5/200 | time=0.567s | train_loss=0.4354 | train_corr=(0.561, 0.447) | val_loss=0.4388 | val_corr=(0.569, 0.436) | test_loss=0.4414 | test_corr=(0.595, 0.444)
Epoch 6/200 | time=0.562s | train_loss=0.4139 | train_corr=(0.715, 0.472) | val_loss=0.4014 | val_corr=(0.722, 0.508) | test_loss=0.4117 | test_corr=(0.722, 0.511)
Epoch 7/200 | time=0.571s | train_loss=0.3495 | train_corr=(0.79, 0.587) | val_loss=0.361 | val_corr=(0.798, 0.562) | test_loss=0.3755 | test_corr=(0.773, 0.565)
Epoch 8/200 | time=0.571s | train_loss=0.345 | train_corr=(0.835, 0.603) | val_loss=0.35 | val_corr=(0.824, 0.579) | test_loss=0.3629 | test_corr=(0.802, 0.594)
Epoch 9/200 | time=0.568s | train_loss=0.3082 | train_corr=(0.852, 0.681) | val_loss=0.3049 | val_corr=(0.871, 0.659) | test_loss=0.3298 | test_corr=(0.838, 0.65)
Epoch 10/200 | time=0.569s | train_loss=0.2965 | train_corr=(0.885, 0.665) | val_loss=0.2973 | val_corr=(0.887, 0.671) | test_loss=0.3224 | test_corr=(0.851, 0.665)
Epoch 11/200 | time=0.569s | train_loss=0.308 | train_corr=(0.876, 0.658) | val_loss=0.284 | val_corr=(0.893, 0.7) | test_loss=0.3076 | test_corr=(0.858, 0.699)
Epoch 12/200 | time=0.563s | train_loss=0.2734 | train_corr=(0.902, 0.707) | val_loss=0.2651 | val_corr=(0.908, 0.724) | test_loss=0.2942 | test_corr=(0.87, 0.712)
Epoch 13/200 | time=0.569s | train_loss=0.264 | train_corr=(0.901, 0.712) | val_loss=0.26 | val_corr=(0.907, 0.739) | test_loss=0.2928 | test_corr=(0.865, 0.723)
